item_id,title,release_date,runtime,genre,summary,type
2384827,Blood and Bones,2004-10-09,142.0,Japanese Movies,"In 1923, the young Kim Shun-Pei moves from Cheju Island , to Osaka . Through the years, he becomes a cruel, greedy and violent man and builds a factory of kamaboko  in his poor Korean-Japanese community exploiting his employees. He makes a fortune, abuses and destroys the lives of his wife and family, has many mistresses and children and shows no respect to anyone. Later he closes the factory, lending out the money with high interest and becomes a loan shark. His hateful behavior remains unchanged to his last breath, alone in North Korea. The film is told from the perspective of Masao, his legitimate son by his abused and degraded wife, who knows nothing about his father other than to fear him.",movie
113226,A Charlie Brown Christmas,1965-12-09,25.0,Children's/Family,"On their way to join the rest of the Peanuts gang all skating on a frozen pond, Charlie Brown confides in Linus that even though Christmas is approaching he still feels depressed, despite all the presents, cards and tree decorating, due to the over-commercialization of Christmas. His depression and aggravation only get exacerbated by the goings-on in the neighborhood. Though his mailbox is empty, he tries sarcastically to thank Violet for the card she ""sent"" him, though Violet takes his sarcasm literally. Ultimately, Charlie Brown visits Lucy in her psychiatric booth. On her advice that he needs more involvement, she asks him to direct a school nativity play. On the way to the auditorium, Charlie Brown stops by Snoopy's doghouse, only to find him frantically busy decorating it. After Charlie Brown demands an explanation, Snoopy hands him a flyer about a neighborhood lights and display contest which upsets Charlie Brown because even his own dog has gone commercial. En route to the rehearsals, he runs into his sister Sally, who asks him to write her letter to Santa Claus; her telling him to put in a request for large sums of money  causes Charlie Brown to become even more dismayed. Charlie Brown arrives at the rehearsals, but try as he might, he cannot seem to get control of the situation as the uncooperative kids are more interested in modernizing the play with dancing and lively music. Charlie Brown, on the other hand, is determined not to let the play become commercial and to focus on the traditional side of the story. Thinking the play requires ""the proper mood"", Charlie Brown decides they need a Christmas tree. So Lucy takes over the crowd and dispatches Charlie Brown to get a ""big, shiny aluminum tree"". With Linus in tow, Charlie Brown sets off on his quest. But when they get to the tree market, Charlie Brown zeroes in on a small baby tree which, ironically as well as symbolically, is the only real tree on the lot. Linus is reluctant about Charlie Brown's choice, but Charlie Brown is convinced that after decorating it, it will be just right for the play. They return to the school auditorium with the tree and everybody laughs at Charlie Brown, especially Lucy, about his choice. Second guessing himself, Charlie Brown begins to wonder if he really knows what Christmas is all about, loudly asking the question in despair. Linus quietly says he can tell him, and walks to center stage to make his point. Under a spotlight, Linus quotes the second chapter of the Gospel according to Luke, verses 8 through 14 from the King James Version.  ""'8And there were in the same country shepherds abiding in the field, keeping watch over their flock by night. 9And, lo, the angel of the Lord came upon them, and the glory of the Lord shone round about them: and they were sore afraid. 10And the angel said unto them, Fear not: for, behold, I bring you tidings of great joy, which shall be to all people. 11For unto you is born this day in the city of David a Savior, which is Christ the Lord. 12And this shall be a sign unto you; Ye shall find the babe wrapped in swaddling clothes, lying in a manger. 13And suddenly there was with the angel a multitude of the heavenly host praising God, and saying, 14Glory to God in the highest, and on earth peace and goodwill towards men.'""   ""...And that's what Christmas is all about, Charlie Brown.""  Charlie Brown now realizes he does not have to let commercialism ruin his Christmas. With a newly found sense of inspiration, he quietly picks up the little tree and walks out of the auditorium, intending to take the tree home to decorate and show the others it will work in the play. On the way, he stops at Snoopy&#39;s decorated doghouse, which now sports a first prize blue ribbon for winning the display contest. He puts an ornamental ball on the top of his tree; the branch, with the ball still on it, promptly flops over to one side instead of remaining upright, prompting him to declare &#34;I&#39;ve killed it&#34; and run off in disgust at his perpetual failure. Unbeknownst to Charlie Brown; the rest of the gang, having also heard Linus&#39;s recitation, began to realize they were a little too rough on Charlie Brown and have quietly followed him from the auditorium. Linus goes up to the little tree and gently props the drooping branch back to its upright position, ornament and all; and wraps his security blanket around the tree. After they add the remaining decorations from Snoopy&#39;s doghouse to the tree, the kids then start humming the Christmas carol, &#34;Hark! The Herald Angels Sing.&#34; When Charlie Brown sees what they have done with the tree, he cannot believe his eyes, and the kids give him a rousing ""Merry Christmas, Charlie Brown!"" before singing &#34;Hark! The Herald Angels Sing&#34; as the end credits roll.  The story touches on the over-commercialization and secularism of Christmas, and serves to remind viewers of &#34;the true meaning of Christmas&#34; , continuing a theme explored by satirists such as Stan Freberg and Tom Lehrer during the 1950s.",movie
26404640,Kaana Kanmani,2009,132.0,Drama,"Roy  is a successful architect married to Maya  with a daughter named Anakha. Roy decides to take his family on a vacation to Singapore, but Anu insists that they first go to Roy's old home. They agree to go there first, stay for 4 days, and then go to Singapore. But upon arriving at the old house, Anu starts behaving strangely and soon Roy and Maya understand that she is infected by the ghost of their unborn child Shivani, who was aborted. It was at this house both that Maya conceived Shivani and that they decided to abort the pregnancy. Shivani tells them that she is envious of the love that Roy and Maya are giving Anu, and that she will kill Anu as revenge. Roy and Maya try to escape in vain. Roy calls his friend Raveendran to his house. They all anxiously pray and wait until the time when Shivani said she would kill Anu. By that time, Shivani has changed her mind, after seeing the parents' love for Anu, and spares her life. The movie ends with Roy and Maya accepting Shivani's presence in their world and giving her space.",movie
3540323,Talkin' Dirty After Dark,1991-03-30,89.0,Comedy,"Stand up comedian Terry  is a local funny man who is in a lot of trouble. He can't pay his $67 phone bill. He drives a car that has only one gear, reverse. He is struggling trying to make it at a local comedy club called Dukie's. Finally, he is having an affair with the owner's wife in an attempt to get more attention at the club. It turns out that the owner, Dukie, is trying to hook up with the star attraction of his club, Aretha, whose boyfriend threatens to hurt anybody who laughs at her. What follows is a night of comedy, romance, comedy, action, comedy, and Terry achieving his initial goal: getting $67 dollars to pay his phone bill.",movie
1482800,The Great Waltz,1938-11-04,102.0,Biography,"The highly fictionalised story sees 'Schani' dismissed from his job in a bank. He puts together a group of unemployed musicians who wangle a performnce at Dommayer's cafe. The audience is minimal, but when two opera singers, Carla Donner and Fritz Schiller, visit whilst their carriage is being repaired, the music attracts a wider audience. Strauss is caught up in a student protest; he and Carla Donner avoid arrest and escape to the Vienna Woods, where he is inspired to create the waltz 'Tales from the Vienna Woods'. Carla asks Strauss for some music to sing at an aristocratic soiree and this leads to the composer receiving a publishing contract. He's on his way, and he can now marry Poldi Vogelhuber, his sweetheart. But the closeness of Strauss and Carla Donner during rehearsals of operettas, atrracts comment, not least from Count Hohenfried, Donner's admirer. Poldi remains loyal to Strauss amd the marriage is a long one. He is received by the Kaiser Franz Josef  and the two stand before cheering crowds on the balcony of Schőnbrunn.",movie
10776188,Secret Rivals,1976-06-18,90.0,Action,"Northern Leg  travels across China to find the man responsible for the death of his parents. The culprit is none other than the Silver Fox , a feared martial arts expert and bandit. Silver Fox has also caught the attention of Southern Fist , a government agent. While Southern Fist and Northern Leg are both after the same man, they discover that alone they are no match for Silver Fox. The two heroes must combine their skills, knowing that it is the only way to gain success against their awesome adversary. In the course of finding and defeating the Silver Fox, both Northern Leg and Southern Fist fall for the same woman, the daughter of the owner of the inn they stay at for the duration of the movie. Throughout the movie they both vie for her attention, asking questions of the butler at the inn and a child who follows Southern Fist throughout the film.",movie
4036006,Kid Millions,1934,90.0,Musical,"In New York City, 1934, we meet jazz singer, Dot Clark, and her shady gangster boyfriend, Louie The Lug . After having an affair with the deceased Professor Edward Wilson, Dot is now technically his common-law wife and heiress to 77 million dollars. She has to go to Egypt to claim the money, and sets off with Louie in hopes of getting the cash. Former assistant to Edward Wilson, Gerald Lane, informs the law offices of Benton, Loring, and Slade of Professor Wilson's death and the fact that Edward's son, Eddie Wilson Jr is the rightful heir to the money. Mr. Slade, the lawyer, goes to a barge in Brooklyn where Eddie is living with his adopted father, Pops, an old stevedore, and his three sons, Oscar, Adolph, and Herman, who roughhouse Eddie. However, Eddie is managing to live a nice life nonetheless, with his girlfriend, Nora 'Toots', and his care for all the kids on the barge. He dreams of the day when he will have enough money to live his own life outside of the dirty barge . Moments later, Eddie is informed that he has inherited the 77 million dollars and boards a ship bound for Egypt to claim the money. Aboard the ship, we meet Colonel Henry Larrabee, a gentleman from Virginia who sponsored Eddie Sr's exploration endeavors and wants a share of the money as well. Eddie befriends his beautiful niece, Joan, and Dot and Louie realize that they are not the only ones traveling to Egypt. In an elaborate scheme to trick Eddie into signing over the inheritance, Dot disguises herself as Eddie's mother and almost succeeds in duping him but Louie ruins the plan at the last minute. Meanwhile, Gerald Lane has boarded the ship and we see that he is in love with Joan Larrabee. In the ship's bar, the Colonel, Gerald, and Louie realize they are all traveling for the same reason, and Gerald calls Colonel Larrabee a liar. Joan overhears and becomes angry with him, much to Jerry's dismay. Louie tries to get Eddie to hand over the cash by trying to bump him off by pushing him off the ship's deck in a wheelchair. The duo thinks they have succeeded in getting rid of Eddie, but they are foiled again. Eddie tries to help Jerry win back Joan, and suggests they rehearse a number for the ship's concert the next evening. They rehearse , but Joan is still frosty toward him. At the ship's concert, Jerry, Eddie, Dot, Joan, and members of the chorus perform a big minstrel show number featuring a specialty tap by the Nicholas Brothers . The ship lands in Alexandria, Egypt, and we see that Joan is still angry with Jerry. Eddie, still convinced that Dot is his mother and Louie is his uncle, wants to see a magician performing at the ship's port. When the magician taunts Louie and calls him a coward, Louie gets in the magic basket and ends up getting beaten by Egyptian slaves. Eddie chases a little dog running through the marketplace and lands literally in the lap of the sheikh's daughter, Princess Fanya, who falls instantly in love with Eddie. She forces him to come with her back to the palace, where Eddie meets her father, Sheikh Mulhulla, and her fiancé, Ben Ali, who is extremely jealous. Fanya hyperbolizes the encounter with the dog, saying that Eddie saved her from a lion's attack instead of a puppy. Eddie then is invited to stay at the palace, much to Fanya's delight. However, soon Sheikh Mulhulla learns of the Americans being in Egypt who have come to take the 77 million dollar treasure that he believes is rightfully his. He tells Eddie about this and Eddie begins to worry about his mother and his uncle, along with the others. In a comical scene, the Sheikh and Eddie smoke a hookah pipe and the Sheikh tells him of the affair he is having with a famous dancer who lives in the village. The harem women try to seduce Eddie, but he is steadfast to remain faithful to Nora 'Toots' . Princess Fanya has a plot to get Eddie to marry her and she tells her father that Eddie kissed her on the camel when they first met. The Sheikh then decrees that Eddie must marry Fanya or die, and has him suspended over a large bowl of soup. Eddie then agrees to marry Fanya, and is kept in a room on a dog collar until the next morning, when Ben Ali comes in with a gun in a jealous rage. Eddie convinces Ben Ali that he does not want to marry Fanya, and Ben Ali is convinced and lets him go. However, Joan, Jerry, the Colonel, Dot, and Louie arrive at the palace and are immediately accosted by the guards. In the tomb, Eddie and the men disguise themselves as the spirits of the Sheikh's ancestors and tell him to let the Americans go free. The Sheikh is so scared by the prophecies, he agrees to let them go on one condition: Eddie will never be able to see Fanya ever again. He agrees and boards a plane home to New York City, where he uses the 77 million dollar inheritance to open a free ice cream factory with Toots, thus realizing their lifelong dream .",movie
31508751,Dragonfly,1976,98.0,Romantic drama,"After being released from a mental hospital, Jesse  sets out to find and rejoin his off-beat family. While doing so, he meets a pretty young woman named Chloe  who works in a movie theatre, and they fall in love, which resolves his psychological problems.",movie
32578669,Ek Baar Phir,1980,147.0,World cinema,"Kalpana , a middle class girl, is excited about her marriage with a film star Mahendar Kumar . The star is busy with his profession and is a flirt. Kalpana learns this after marriage and finds Mahendar has no time to spend with her. Both happen to visit London on Mahendar's project. There she meets a young student Vimal , studying arts at London University, who makes art works of the people around and exhibits them. He requests Kalpana for a sketch, which she obliges. They meet very often and fall in love with each other. With him, Kalpana sees the new phase and joy of life, which she has not seen earlier. They get intimate and Kalpana finds herself guilty of this. She stops meeting Vimal for some time. One day she finds a letter from Vimal and replies him. She starts meeting him again and finds herself swaying between Mahendar and Vimal. At this juncture, she decides to break away from Mahendar and joins Vimal to lead a joyful life. The rest story shows the turn of events thereafter, in the lives of Mahendar, Kalpana and Vimal.",movie
24366494,Paranormal Activity,2009-10-16,99.0,Supernatural," In September 2006, young couple Katie and Micah have recently moved to the suburbs. Katie claims that an ""evil"" presence has haunted her periodically since childhood and believes that it is still following her. Each night, Micah mounts a video camera on a tripod in their bedroom to record any activity that occurs while they sleep. The first night, the camera records running footstep noises. Katie hires psychic Dr. Fredrichs, who assesses that she is being haunted not by a ghost but by a demon. He says the demon feeds off negative energy and its intent is to torment Katie no matter where she goes. He advises them not to taunt or communicate with the demon and to contact demonologist Dr. Johann Abrams for help. Though Katie seems interested in the situation, Micah does not take it seriously. During the third night, the camera captures a low rumble and the bedroom door moving by itself. On the fifth night, demonic noises are heard before Katie awakes from a nightmare before a loud thump is heard from the living room. Micah begins to taunt the demon and the phenomena worsen. On the thirteenth night, Katie is awoken by a noise in the hallway before a screech and a loud thud. The chandelier is found to be swaying when they investigate downstairs. Micah later captures a demonic grunt with a voice recorder. During the fifteenth night, Katie gets up and stares at Micah sleeping for two hours before going outside to sit on the backyard swing. Micah tries to convince Katie to come inside but she refuses. When Micah goes inside to get her a blanket, he hears a bang in the bedroom and finds the bedroom TV turned on. Micah is then startled by Katie, who followed him inside but says that he woke her up. Katie remembers nothing the next day. Katie, irritated by Micah's flippant response to the situation, becomes irate when Micah brings home a Ouija board despite Dr. Fredrichs' warnings. The two go out of the house that evening, leaving the Ouija board in the living room. The curtains and plants start to blow around and the Ouija board's planchette moves on its own and small fire erupts on the board and extinguishes itself. During the seventeenth night, Micah sprinkles talcum powder in the hallway and when the couple is awoken by noises, they find non-human footprints leading to the bedroom from the attic. In the attic, Micah finds a burnt photograph of a young Katie, which was previously thought to have been destroyed in an unexplained house fire when Katie was eight years old. On the eighteenth night, loud footsteps wake the couple up and are heard running out of the bedroom slamming the door. The demon continues to close and bang on the door when they leave to investigate. Dr. Abrams is unavailable when Micah finally agrees to invite him, so Dr. Fredrichs comes instead. Upon his arrival, Dr. Fredrichs immediately has a sense of dread and apologetically leaves despite their pleas for his help, stating that his presence is only making the demon angry. During the nineteenth night, the bed covers move, the closet light turns on and off and a shadow is seen on the door before Katie is woken up by breathing in her face. Micah discovers a woman from the 1960s with the same haunting who became possessed during an exorcism and killed herself. Katie is pulled out of the bedroom toward the closet by an unknown force during the twentieth night and discovers bite marks on her back. Later Micah finds Katie gripping a cross so tightly that it bloodies her palm. Just as he is set to leave for a motel, Katie insists that they will be okay now, her voice flat with another voice in tandem with her own.  The following night Katie gets out of bed and stands beside it staring at Micah for approximately two hours and then walks downstairs. After a moment of silence, Katie screams Micah's name, waking Micah who rushes to her. The camera records Katie screaming incessantly. Then Katie's screaming stops and a brief silence is followed by the sound of heavy footsteps coming up the stairs. After another brief silence, Micah's body is violently hurled at the camera, knocking it over sideways and revealing Katie standing in the doorway. She then slowly walks into the room, her clothing soaked with blood. Crouching over his body, she sniffs Micah's body and then slowly looks up at the camera with a sly smile. As she lunges toward the camera, her face takes on a demonic appearance just as the scene cuts to black. An epilogue text states that Micah's body was discovered by the police on October 11, 2006, and that Katie's whereabouts remain unknown.   In its original version, the film featured a different ending. In this version, after going downstairs on the final night and waking Micah with a scream, only Katie is shown returning to the bedroom, holding a large bloody kitchen knife, her shirt bloodied. She sits beside the bed, holding the knife and rocking herself, until about 2 p.m. the next day, when her friend Amber calls and leaves a message expressing her concern. At about 9:20 p.m. that night, Katie is still sitting and rocking by the bed, and Amber can be heard entering the house. During this short period, Katie stops rocking, but when Amber screams  and runs out of the house, she resumes her motion. Half an hour later, just after 9:50 p.m., police enter the home and discover Micah's body as well. As they are checking Micah for vital signs, a light turns on in the bedroom down the hallway, but before the police see it, the light turns off again. They discover Katie, still sitting beside the bed with the knife. As they call to her, she wakes from her catatonic state and seems confused. As she approaches them, knife in hand, calling for Micah, they ask her to drop the weapon. Suddenly the bedroom door behind the police officers slams shut, startling them and causing them to shoot Katie, who collapses on the floor. The police then call dispatch and check the bedroom at the end of the hall, but find nothing. They discover the video camera, still running. A dedication to and a picture of Katie and Micah are then shown. The original ending for the film was available for a time for viewing on the Internet before Paramount exerted a claim of copyright on the material.{{cite news|urlSo What Was 'Paranormal Activity's Original Ending?|lastWilliam |dateHorror Squad|accessdate""oreninterview"">{{cite web}} In this ending, Katie gets out of bed and stands staring at Micah, as she did in the theatrical ending, except she does not move to Micah's side of the bed. About three hours pass, then she finally goes downstairs. She lets out a blood-curdling scream, which wakes Micah up and he runs downstairs. The screaming continues, and the sounds of a struggle are heard before the noises abruptly stop. There is silence for a short while before loud footsteps are heard on the stairs. Katie then walks into the bedroom, Micah's blood covering her shirt, with a knife in her hand. She closes and locks the bedroom door, before walking up to the camera, standing idle briefly. She then lifts the knife and slits her own throat, then falls to the floor, dead.",movie
17951322,The Bat Whispers,1930-11-13,85.0,Thriller,"A mysterious criminal by the name of ""The Bat"" eludes police and then finally announces his retirement to the country, while a wealthy Cornelia Van Gorder takes up residence in the estate of a famous banker. Along with her maid Lizzie, her niece Dale, and a bank teller disguised as a gardener, she is terrorized by a series of strange events seemingly set in motion by the mysterious bat. Possible suspects include a doctor, an elderly police lieutenant, a butler, a handyman, and a big-city cop.",movie
924767,Sleeping with the Enemy,1991-02-08,95.0,Thriller,"Laura Burney  lives in a beautiful home by the beach on Cape Cod with her husband, Martin , a charmingly handsome and wealthy investment counselor who is also possessive, abusive, and controlling. It becomes clear that he has OCPD, and while she tries to abide by his needs, she seems to suffer under the strain. Martin believes Laura has been flirting with an attractive neighbor, and he physically assaults her as punishment. The abuse is an ongoing routine, which began immediately after their wedding. To escape Martin, Laura plans and fakes her own death at sea in a storm while the couple are boating. Laura had deliberately led Martin to believe that she could not swim, so he believed she had died once she was lost overboard. However, having recently taken swimming lessons at the YWCA she was able to swim safely to shore. She secretly returns home, retrieves some clothing and cash she had hidden away in preparation, disguises herself, and leaves home after flushing her wedding ring down the toilet. Laura moves to Cedar Falls, Iowa. In preparation, she has told Martin that her mother, Chloe Williams , died, and pretended to attend the funeral, but secretly she had moved her to a nursing home in Iowa. She rents a modest house and adopts the name Sara Waters. In Cedar Falls, she meets Ben Woodward ([[Kevin Anderson , who teaches drama at the local college. A relationship develops, but suffers a setback when Ben discovers that her real name is not Sara. After a date, Laura is unable to be physically intimate with Ben, and the next day, she confesses that she is on the run from an abusive husband. Meanwhile, Martin receives a chance phone call from a friend of Laura's from the YWCA and learns of Laura's swimming lessons. His suspicions aroused, Martin heads home and finds Laura's wedding ring in the toilet bowl where it failed to flush. From the Cape Cod nursing home, he learns that Laura's mother is alive, and has her traced to the nursing home in Iowa. He visits Laura's mother without revealing his identity and learns from her that Laura is seeing a college drama teacher in Cedar Falls. Martin finds Laura and Ben at a local fair, then follows her to her home. After leaving idiosyncratic clues around the house for Laura to find, Martin confronts Laura. Ben appears at the door and Martin, brandishing a gun, threatens to kill Ben if she doesn't make him leave. Laura talks to Ben and he appears to leave, but then breaks down the door and struggles with Martin, who knocks him unconscious. As he aims the gun at Ben, Laura distracts and attacks Martin, who drops the gun, and she manages to take control of it; she fires at Martin but misses. Laura holds Martin at gunpoint while she calls the police. She then tells the police that she just killed an intruder, hangs up the phone and shoots Martin three times. When Martin falls to the ground she drops the pistol and collapses, sobbing. Martin, not yet dead, picks up the gun and tries to shoot her but the gun only clicks empty. Then Martin dies. Ben is revived by Laura and they embrace as Martin's dead body lies on the ground with Laura's wedding ring inches from his hand.",movie
6613755,Bloodfist II,1990-10-12,99.0,Sports,"The film opens with Jake Raye as he fights Mickey Sheehan in a pro-kickboxing bout. The movie opens as they enter the fifth Round of the Lightweight Championship Match. Jake delivers Mickey a lightning fast kick to the throat in the middle of the sixth round, instantly killing him. Seeing what he had done, he decides to give up kickboxing once and for all. A year later, a friend and manager Vinny Petrello  asks him for a favor to travel to Manila and bail him out of trouble with a guy named Su. Although Jake's evening with a prostitute  is interrupted, he agrees to help his friend in need. Jake Raye travels to Manila, and meets up with local fighters John Jones , Sal Taylor , Manny Rivera , and Tobo Casenerra . He also meets up with Dieter , the head of the Dojo. Thugs attack Jake, and is helped by a woman named Mariella  into an abandoned safehouse. Mariella betrays him, and the thugs enter the safehouse. Dieter drugs Raye, and puts him on the ship with the other fighters. Raye is re-acquained with his friend Bobby Rose  and meets another fighter named Ernesto . It is revealed that Su  is the one who bring the fighters to his island home called Paradise, and it is also revealed that Vinny is helping Su get the fighters there to battle in gladiator matches. The fighters briefly rebel giving Jake Raye time to escape. Soon Raye has a change of heart and decides to free the other fighters. He makes it back to the house undetected by Su, and is helped once more by Mariella. Mariella and Raye uncover a plot for Su to give anabolic steroids to each of his fighters before the match. Jake Raye takes out some guards before he is discovered by Dieter and knocked unconscious by Vinny, pretending to be in trouble. Jake is taken to the challenger’s box of the arena, where Su, Vinny, and his guests are awaiting the matching. Both John and Ernest die in the arena while battling their opponents  the help of Mariella, the remaining surviving fighters  manage to escape and beat all the guards. Bobby shoots Dieter while escaping, and the film ends after Jake defeats Su with a swift kick off the balcony. The five people begin to walk off Paradise forever.",movie
312498,Yojimbo,1961-04-25,110.0,Crime Fiction,"A ronin wanders into a small town being ruined by a gang war between Seibei and Ushitora. Ushitora used to be Seibei's right hand man, until Seibei decided that his son Yoichiro would succeed him. Tazaemon, the silk merchant and mayor, backs Seibei, while Tokuemon the sake brewer is allied with Ushitora. Gonji, a restaurant proprietor, advises the stranger to leave while he can, but after sizing up the situation, he tells Gonji that the town would be better off with both sides dead, and that he intends to do the job. The ronin first convinces the weaker Seibei to hire him as a kensei by demonstrating his skill, killing three of Ushitora's men. He eavesdrops on Seibei's wife Orin ordering their son to stab him in the back after their victory so they will not have to pay him. The ronin then provokes the two factions into attacking each other , but the untimely arrival of an official spoils his plan before any blood is shed. Seibei and Ushitora keep an uneasy peace to avoid attracting government notice. When the two factions decide to settle their differences, the ronin stirs things up again. Learning that Ushitora hired two assassins to kill an officer many miles away to get the government official to leave, the ronin captures and sells the pair to Seibei. Then he tells Ushitora that Seibei's men have caught them. Alarmed, Ushitora hires him. Ushitora has Yoichiro kidnapped and offers an exchange of prisoners, but double crosses Seibei, having his brother Unosuke shoot the assassins with the only firearm in town, his beloved pistol, when they are brought to be traded. The wily Seibei, however, has taken a beautiful woman that Tokuemon is infatuated with. The woman is swapped for Yoichiro. Gonji informs the ronin that the woman is the wife of a farmer named Kohei. Ushitora seized her and Kohei's home as payment for a gambling debt. He then gave her to Tokuemon to gain his support. The ronin kills all six guards assigned to the woman and reunites her with her husband and son. He gives them the money Ushitora paid him and tells them to leave town. However, Unosuke becomes suspicious of his claim that Seibei's men are responsible and uncovers the ronin's double dealing. The stranger is beaten in an attempt find out where the woman is hiding. When the ronin manages to escape, Ushitora decides to eliminate Seibei once and for all. He succeeds in wiping out the opposing gang. With the help of Gonji, the ronin recuperates in hiding. However, when he learns that Gonji has been caught while bringing food and medicine, he returns to town to confront the remainder of Ushitora's men. Unosuke and his pistol are a dangerous combination, but the ronin manages to kill them all, sparing only one terrified young man he had encountered at the beginning of the film, who had run away from a boring, poverty-stricken life as a farmer. Then, the ronin leaves town.",movie
19795169,Love Story,1944-11-20,113.0,Romance Film,"A concert pianist, upon discovering she is dying of heart failure, decides to see out her days in Cornwall. While there, she meets an ex-RAF pilot who is going blind and romantic tensions form.",movie
29281218,Torn,2009-09-01,85.0,Drama,A man's inability to see how his actions affect everyone around him and how the results of those actions could be the end of them all.,movie
5923676,Veerabhadra,2006-04-29,167.0,Action,"Murali  is pursued by the brothers of Peddaraju , who is cooling his heels in jail. We are not told why they are look after him. Murali is the loving brother of a handicapped woman, whom he carries to the college everyday. Of course, Murali has fun escapades with a girl in his neighborhood . And slowly but surely we are let into the past of Murali and as to what happened between him and the arch villain. It had something to do with Peddaraju's sister . And in the end, all is well, and you know well.",movie
5878470,Mysterious Doctor Satan,1940,267.0,Science Fiction,"Governor Bronson, who raised Bob Wayne from childhood after the death of his parents, is killed at the hands of a world-domination-seeking mad scientist called Doctor Satan. Fearing that his death might be at hand, as it has been for everyone else who had opposed the Doctor, the Governor first confides in Bob with a secret about his past. Bob's father was really an outlaw in the Old West, who fought injustice while wearing a chainmail cowl and leaving small coiled copper snakes as his calling card. Following his guardian's death, Wayne decides to adopt his outlaw father's ""Copperhead"" persona, donning his father's cowl. Doctor Satan, meanwhile, requires only a remote control device invented by Professor Scott to complete his army of killer robots and gain all the power and riches he desires. The Copperhead fights Doctor Satan, rescuing the Professor and others and preventing the Doctor from completing his plot.",movie
2267646,Stealing a Nation,1967,56.0,Documentary,"In the 1960s and 70s, British governments, conspiring with American officials, tricked into leaving, then expelled the entire population of the Chagos islands in the Indian Ocean. The aim was to give the principal island of this Crown Colony, Diego Garcia, to the Americans who wanted it as a major military base. Indeed, from Diego Garcia US planes have since bombed Afghanistan and Iraq. The story is told by islanders who were dumped in the slums of Mauritius and in the words of the British officials who left a 'paper trail' of what the International Criminal Court now describes as 'a crime against humanity'.",movie
5276483,Le Beau Mariage,1982-05-19,97.0,Romance Film,"Sabine, a student in art history, is growing tired of the part of the mistress of a painter and family man, Simon. She meets Edmond, beautiful, young, rich and free, and declares that she is going to marry him.",movie
5035585,At Land,1944,15.0,Silent film,"At the beginning of the film, a woman is lying on a beach as if she has been washed up by the ocean. She climbs a tree with some difficulty, but when she finally reaches the top, she finds herself at the end of a long dining room table during a bourgeois dinner party. All the guests ignore her as she drags herself on top of the table and pulls herself across it, trying to reach a man at the opposite end who looks deeply concentrated on a chess game. When she finally gets to the man, he stands up and leaves the table; she looks disappointed and hopeless. The chess pieces begin to move by themselves, and one of the pawns falls on the floor. It floats down a waterfall and down a river. The woman chases it, climbing down the hill she had already passed. She then finds herself walking down a forest path; she begins talking and walking with a man, who in total is replaced four times by four different men . She follows the man into a house where all the furniture is covered with white blankets. She opens many doors, and in one room finds a bed on which a man is lying covered in a white blanket as if laid out in death. They stare at each other for some moments; then a cat leaps from her arms, and she turns her back and leaves. After walking through several doors, she finds herself on a hilltop, and climbs down to a dune field. Walking down the beach, she picks up stones, finding it hard to carry all of them at once. Then she finds two of the women who were at the dinner party in the beginning of the film playing chess on the beach. They are gossiping, having a good time while playing. The woman gets closer and watches them. She caresses their heads gently, making them lose their attention on the game. Then she takes a pawn from the game and runs across the dunes with her arms raised. While she runs, we see other versions of herself, at earlier stages in her journey; her other selves all glance at her. The film's final image is of the woman running down the beach, leaving her footprints behind her.",movie
35005629,Victoire Terminus,2008-02-10,80.0,Documentary,"Summer 2006, Kinshasa. Martini, Jeannette, Hélène and Rosette spend everyday sparring with Coach Judex in the old Tata Rafael stadium; the same one where Muhammad Ali knocked out George Foreman in 1974 during one of the most legendary matches in boxing. At dawn, thousands of people from the ghetto come to train and political parties rally. While others fight for the Presidency of Congo, Judex struggles to organise a woman’s boxing tournament with very little money... Kinshasa sings, Kinshasa starves and Judex's girls try to survive, they’re realistic but still full of hope. A film about women in a country where men have gone crazy.<ref nameDowling|firstCongo's Female Boxers Float Like Butterflies, Sting Like Bees|url15 March 2012|newspaper15 February 2008|format=Interview with Renaud Barret}}",movie
24506220,Sahara,1919-06-29,70.0,Silent film,"Silent film femme fatale, Louise Glaum, portrays the role of Mignon, a Parisian music hall celebrity. Mignon marries a young American civil engineer, John Stanley, portrayed by Matt Moore. Stanley is transferred to Egypt to work on an engineering project in the Sahara. Mignon and her son, portrayed by Pat Moore, join Stanley in the desert. Unhappy with life in the desert, Mignon leaves Stanley and her son in the desert and moves to Cairo with the wealthy Baron Alexis, portrayed by Edwin Stevens. Mignon lives in Baron Alexis' palace while Stanley goes blind and becomes addicted to drugs. Mignon later encounters Stanley and her son, who have become beggars in the streets of Cairo. Mignon returns to the desert to care for her husband, and the two are reconciled.",movie
21256010,Hit List,1989-03-03,87.0,Thriller,"Gangster boss Vic Luca  is scheduled to appear in court and so hires a hit man/shoe salesman Chris Caleek  to kill the witnesses. He has a mole in the police force who tells him names and locations of the witnesses. Unfortunately, during the last hit, the professional killer enters the wrong house. When owner Jack Collins comes home, he finds his pregnant wife unconscious in the kitchen, his friend dead in the living room and his son kidnapped. Wanting Luca to believe he has the real witness' son, Collins is taken into custody. But Collins manages to escape and takes things into his own hands.synopsis by Tom Zoerner http://www.imdb.com/title/tt0095311/plotsummary",movie
